0.9,0.86,-0.39089
0.58,0.71,3.411
0.67,0.6,2.8033
0.21,0.88,0.76937
0.29,0.37,2.854
0.54,0.57,3.8286
0.24,0.34,2.1164
0.21,0.91,0.68778
0.01,0.66,-0.34416
0.02,0.5,-0.019949
1,0.23,0.5105
0.38,0.49,3.4842
0.43,0.81,3.1857
0.5,0.33,4.3503
0.86,0.65,0.39722
0.09,0.74,-0.27414
0.52,0.44,4.1522
0.91,0.87,-0.47262
0.41,0.45,3.7142
0.05,0.33,0.44597
0.77,0.27,2.2353
0.84,0.04,1.8233
0.62,0.85,2.7881
0.01,0.83,-0.56552
0.25,0.24,2.601
0.67,0.33,3.3024
0.79,0.02,2.478
0.52,0.76,3.4792
0.15,0.2,1.3815
0.13,0.72,0.16865
0.39,0.55,3.4468
0.84,0.88,0.15655
0.14,0.74,0.29164
0.46,0.6,3.8245
0.29,0.71,2.0558
0.26,0.56,2.0155
0.95,0.92,-0.76474
0.45,0.13,4.692
0.21,0.32,1.8776
0.41,0.36,3.9835
0.59,0.82,2.9335
0.13,0.85,-0.045933
0.26,0.6,1.9659
0.46,0.66,3.6236
0.49,0.39,4.212
0.27,0.59,2.0322
0.13,0.4,0.78312
0.15,0.02,1.7923
0.27,0.92,1.4416
0.55,0.95,2.9522
0.59,0.8,3.1386
0.44,0.25,4.3215
0.28,0.95,1.5229
0.11,0.38,0.61435
0.79,0.83,0.8371
0.16,0.97,0.020942
0.5,0.45,4.1092
0.08,0.62,-0.017975
0.89,0.61,0.23343
0.24,0.1,2.7043
0.01,0.19,0.60798
0.92,0.45,0.40203
0.88,0.5,0.53455
0.8,0.29,1.7707
0.62,0.13,4.1487
0.6,0.59,3.4674
0.95,0.14,0.87543
0.8,0.84,0.65255
0.58,0.75,3.2679
0.28,0.97,1.4287
0.68,0.44,3.0262
0.91,0.25,0.83194
0.6,0.5,3.6417
0.62,0.63,3.1396
0.26,0.13,2.86
0.66,0.46,3.1293
0.79,0.63,1.2244
0.07,0.52,0.058363
0.84,0.79,0.34918
0.69,0.98,1.7343
0.28,0.59,2.2564
0.37,0.07,4.2311
0.83,0.99,-0.050519
0.07,0.23,0.76187
0.13,0.2,1.17
0.3,0.08,3.4502
0.58,0.42,4.0169
0.83,0.68,0.75811
0.26,0.86,1.3468
0.98,0.28,0.46569
0.14,0.72,0.28422
0.68,0.84,2.191
0.64,0.28,3.6819
0.98,0.23,0.4733
0.65,0.14,3.833
0.25,0.55,1.8464
0.45,0.76,3.3195
0.89,0.92,-0.28441
0.45,0.73,3.484
0.29,0.1,3.3485
0.66,0.41,3.3034
0.88,0.09,1.3062
0.87,0.16,1.3871
0.96,0.96,-0.85051
0.1,0.8,-0.23571
0.37,0.19,3.9675
0.18,0.6,0.86665
0.73,0.77,1.7117
0.92,0.99,-0.7984
0.61,0.91,2.7455
0.28,0.62,2.1012
0.16,0.52,0.82103
0.95,0.21,0.64479
0.57,0.36,4.0772
0.57,0.63,3.4947
0.62,0.21,3.9519
0.31,0.52,2.8419
0.36,0.36,3.5998
0.57,0.7,3.404
0.92,0.32,0.44881
0.02,0.36,0.32929
0.81,0.23,1.8101
0.96,0.75,-0.55116
0.76,0.02,2.8627
0.24,0.73,1.3867
0.9,0.82,-0.22786
1,0.7,-0.44978
0.49,0.06,4.8299
0.15,0.57,0.62737
0.48,0.12,4.8162
0.22,0.02,2.6045
0.16,0.94,-0.030678
0.77,1,0.67139
0.42,0.48,3.8384
0.4,0.2,4.1996
0.59,0.96,2.8276
0.99,0.21,0.57909
0.04,0.93,-0.81587
0.56,0.46,3.9003
0.93,0.79,-0.35661
0.69,0.76,2.2315
0.3,0.57,2.409
0.21,0.07,2.4622
0.71,0.47,2.5624
0.43,0.21,4.4867
0.22,0.65,1.2899
0.2,0.52,1.2978
0.15,0.61,0.75858
0.04,0.89,-0.63988
0.24,0.45,1.9003
0.23,0.35,1.9799
1,0.83,-0.59172
0.92,0.24,0.86022
0.91,0.38,0.5346
0.54,0.13,4.7188
0.34,0.24,3.5633
0.76,0.68,1.4495
0.94,0.48,0.069953
0.04,0.04,0.9714
0.61,0.54,3.5574
0.59,0.97,2.7341
0.99,0.54,-0.057049
0.56,0.39,4.0755
0.7,0.16,3.1687
0.07,0.56,0.10009
0.63,0.13,4.1533
0.4,0.68,3.1896
0.36,0.99,2.2452
0.41,0.41,3.8587
0.72,0.72,1.9987
0.26,0.92,1.373
0.71,0.91,1.6538
0.84,0.23,1.4699
0.18,0.7,0.79306
0.86,0.92,-0.16925
0.62,0.06,4.3409
0.69,0.38,3.0529
0.64,0.32,3.6703
0.21,0.36,1.8004
0.48,0.18,4.6378
0.33,0.52,2.9402
0.24,0.92,0.98343
0.7,0.25,3.0569
0.67,0.91,2.1138
0.8,0.41,1.511
0.06,0.57,0.035222
0.92,0.89,-0.47696
0.81,0.71,0.83412
0.09,0.29,0.71711
0.32,0.19,3.5025
0.31,0.44,2.9057
0.68,0.77,2.3201
0.4,0.66,3.3443
0.65,0.5,3.231
0.22,0.89,0.94441
0.09,0.02,1.2957
0.29,0.05,3.5198
0.39,0.38,3.7885
0.65,0.69,2.8146
0.73,0.37,2.4641
0.65,0.88,2.4049
1,0.62,-0.24295
0.62,0.5,3.5774
0.43,0.96,2.8176
0.06,0.68,-0.21418
0.97,0.89,-0.79894
0.48,0.14,4.6851
0.54,0.96,3.0845
0.84,0.12,1.5729
0.87,0.76,0.11874
0.45,0.19,4.4081
0.04,0.54,-0.024507
0.51,0.38,4.202
0.46,0.72,3.4777
0.7,0.65,2.2827
0.59,0.41,3.8624
0.84,0.24,1.4799
0.66,0.05,4.0127
0.82,0.93,0.29791
0.43,0.71,3.3224
0.17,0.24,1.5685
0.09,0.18,0.86345
0.05,0.74,-0.33812
0.52,0.86,3.2597
0.57,0.96,2.7804
0.06,0.58,-0.013777
0.75,0.19,2.6004
0.74,0.73,1.676
0.61,0.51,3.4158
0.78,0.04,2.5057
0.57,0.29,4.3156
0.68,0.99,1.8459
0.4,0.11,4.4537
0.89,0.85,-0.14382
0.61,0.65,3.3137
0.41,0.67,3.4682
0.18,0.69,0.8961
0.2,0.85,0.66431
0.55,0.68,3.6125
0.77,0.6,1.533
0.1,0.92,-0.52124
0.89,0.1,1.237
0.7,0.26,3.0749
0.19,0.7,0.86031
0.39,0.67,3.1161
0.88,0.42,0.74204
0.23,0.26,2.1724
1,0.26,0.50233
0.77,0.77,1.2565
0.19,0.45,1.4042
0.18,0.99,0.076178
0.46,0.61,3.776
0.25,0.02,2.9976
0.61,0.35,3.8524
0.1,0.13,1.1626
0.12,0.52,0.5102
0.48,0.77,3.3737
0.9,0.75,-0.13563
0.05,0.14,0.83689
0.87,0.34,0.89553
0.35,0.02,4.0834
0.91,0.81,-0.31319
0.86,0.49,0.79145
0.07,0.7,-0.33608
0.78,0.78,1.1433
0.03,0.01,1.1012
0.29,0.11,3.3285
0.64,0.45,3.3489
0.69,0.01,3.7457
0.18,0.18,1.7885
0.63,0.47,3.5128
0.57,0.03,4.8072
0.7,0.58,2.4864
0.02,0.51,0.0066443
0.45,0.96,2.9637
0.02,0.42,0.14977
0.23,0.29,2.2479
0,0.23,0.49739
0.4,0.79,3.1067
0.75,0.56,1.8222
0.94,0.83,-0.51877
0.24,0.19,2.501
0.48,0.5,4.0132
0.95,0.58,-0.19116
0.05,0.77,-0.45083
0.76,0.41,2.0401
0.48,0.09,4.8793
0.15,0.19,1.4616
0.11,0.56,0.44477
0.44,0.69,3.439
0.35,0.35,3.591
0.76,0.18,2.535
0.21,0.67,1.2152
0.74,0.57,2.0695
0.17,0.61,0.85187
0.5,0.74,3.4721
0.36,0.23,3.7681
0.02,0.96,-0.93877
0.13,0.52,0.64663
0.21,0.01,2.4541
0.24,0.43,2.0851
0.01,0.87,-0.82084
0.09,0.34,0.69892
0.79,0.21,2.1148
0.88,0.7,0.16089
0.38,0.97,2.5851
0.84,0.33,1.3272
0.85,0.65,0.51371
0.05,0.29,0.54914
0.37,0.32,3.8519
0.49,0.94,3.2335
0.31,0.79,2.1473
0.13,0.06,1.3627
0.37,0.89,2.5749
0.71,0.34,2.7593
0.96,0.85,-0.78653
0.75,0.44,2.2369
0.79,0.47,1.5079
0.06,0.23,0.66384
0.02,0.49,0.070434
0.77,0.8,1.2144
0.19,0.44,1.405
0.61,0.63,3.2552
0.46,0.78,3.3628
0,0.57,-0.24974
0.04,0.31,0.40153
0.98,0.54,-0.071664
0.54,0.26,4.4699
0.06,0.37,0.42817
0.95,0.46,0.19663
0.14,0.98,-0.24049
0.7,0.27,3.0294
0.86,0.28,1.2439
0.24,0.94,1.0205
0.03,0.53,-0.063741
0.83,0.73,0.51366
0.95,0.1,0.92452
0.71,0.14,3.301
0,0.63,-0.21418
0.36,0.63,3.0612
0.84,0.11,1.7976
0.09,0.26,0.71859
0.87,0.62,0.47161
0.43,0.94,2.9345
0.45,0.17,4.4209
0.91,0.89,-0.46589
0.39,0.12,4.3681
0.53,0.45,4.1558
0.27,0.31,2.6283
0,0.53,-0.044936
0.33,0.92,2.066
0.87,0.38,0.90584
0.37,0.47,3.4939
0.99,0.25,0.58048
0.12,0.36,0.84825
0.7,0.84,2.0763
0.56,0.98,2.9072
0.56,0.72,3.3668
0.42,0.16,4.4662
0.41,1,2.6938
0.76,0.05,2.6899
0.76,0.11,2.6072
0.17,0.19,1.6002
0.61,0.05,4.4356
0.88,0.37,0.70741
0.55,0,4.9225
0.01,0.11,0.76114
0.86,0.32,1.1134
0.97,0.74,-0.52059
0.21,0.5,1.5154
0.05,0.83,-0.49621
0.66,0.95,2.3465
0.07,0.33,0.53218
0.53,0.63,3.7641
0.75,0.83,1.3301
0.11,0.46,0.5838
0.56,0.69,3.4208
0.49,0.54,3.8199
0.54,0.82,3.3504
0.77,0.25,2.3551
0.14,0.87,0.031649
0.48,0.29,4.3878
0.65,0.45,3.3079
0.85,0.7,0.4206
0.52,0.54,4.0054
0.35,0.44,3.2582
0.68,0.75,2.4238
0.79,0.14,2.1645
0.14,0.35,0.93584
0.73,0.39,2.5002
0.55,0.27,4.2721
0.81,0.47,1.3119
0.61,0.02,4.4979
0.32,0.23,3.3185
0.6,0.39,3.8418
0.59,0.37,3.9262
0.94,0.07,0.97214
0.19,0.03,2.1525
0.14,0.17,1.4989
0.22,0.85,0.95383
0.12,0.46,0.6327
0.28,0.49,2.4123
0.2,0.24,1.8324
0.82,0.34,1.4271
0.86,0.57,0.56005
0.55,0.9,3.1953
0.45,0.36,4.2097
0.59,0.77,3.1635
0.1,0.62,0.22579
0.17,0.05,1.8776
0.44,0.33,4.2064
0.03,0.99,-1.0942
0.55,0.94,2.943
0.5,0.89,3.2218
0.18,0.09,1.9548
0.66,0.23,3.6715
0.77,0.08,2.6248
0.46,0.96,3.0814
0.56,0.65,3.4369
0.09,0.65,0.059555
0.86,0.51,0.74641
0.4,0.75,3.1835
0.58,0.72,3.2202
0.17,0.58,0.78463
0.36,0.9,2.4255
0.15,0.84,0.15538
0.61,0.73,3.0788
0.43,0.44,3.8497
0.36,0.01,4.191
0.42,0.44,3.7299
0.09,0.12,1.0714
0.93,0.48,0.23881
0.12,0.94,-0.29818
0.35,0.54,3.0992
0.81,0.4,1.4825
0.65,0.01,4.1559
0.12,0.13,1.1913
0.68,0.03,3.6928
0.67,0.66,2.5435
0.8,0.85,0.65103
0.18,0.06,2.0679
0.88,0.55,0.448
0.42,0.69,3.2917
0.25,0.49,2.086
0.56,0.78,3.3135
0.64,0.71,2.8698
0.27,0.72,1.9007
0.22,0.54,1.4453
0.1,0.09,1.2752
0.68,0.82,2.1778
0.59,0.48,3.7405
0.56,0.76,3.35
0.41,0.66,3.2978
0.13,0.7,0.20312
0.45,0.98,2.9459
0.5,0.98,3.139
0.6,0.18,4.2819
0.97,0.98,-1.0102
0.52,0.81,3.3065
0.03,0.24,0.46847
0.61,0.03,4.4946
0.01,0.85,-0.81587
0.3,0.47,2.6599
0.3,0.76,2.1351
0.26,0.72,1.7238
0.43,0.23,4.3347
0.51,0.21,4.5788
0.08,0.15,0.97817
0.86,0.42,0.91053
0.53,0.27,4.5128
0.63,0.54,3.2066
0.68,0.65,2.5973
0.44,0.12,4.6683
0.69,0.43,2.8802
0.83,0.83,0.36415
0.96,0.16,0.76248
0.84,0.87,0.18838
0.08,0.92,-0.63445
0.3,0.06,3.3986
0.5,0.4,4.2505
0.61,0.94,2.6717
0.19,0.15,1.8986
0.22,0.46,1.7082
0.57,0.64,3.477
0.76,0.67,1.5145
0.34,0.5,3.1316
0.62,0.57,3.3685
0.43,0.62,3.6527
0.18,0.76,0.54942
1,0,0.99371
0.82,0.25,1.7062
0.74,0.52,2.0512
0.58,0.87,2.967
0.33,0.15,3.6833
0.69,0.27,3.2242
0.8,0.42,1.4964
0.19,0.08,2.0254
0.4,0.22,4.1488
0.23,0.96,0.79508
0.79,0.75,0.98949
0.42,0.77,3.2223
0.4,0.39,3.8143
0.78,0.83,1.0193
0.44,0.03,4.6888
0.3,0.28,3.1314
0.04,0,1.1168
0.72,0.61,2.1426
0.13,0.32,0.90324
0.3,0.93,1.7153
0.7,0.34,2.9795
0.05,0.71,-0.3256
0.71,0.52,2.5002
0.45,0.65,3.6364
0.06,0.09,0.98151
0.19,0.34,1.5145
0.49,0.9,3.2315
0.12,0.21,1.1275
0.18,0.35,1.5558
0.11,0.88,-0.21902
0.9,0.98,-0.62886
0.28,0.54,2.2134
0.61,0.75,2.987
0.53,0.77,3.4
0.52,0.48,4.0554
0.72,0.91,1.5599
0.14,0.75,0.20326
0.03,0.21,0.58912
0.01,0.32,0.4272
0.92,0.28,0.60765
0.78,0.86,0.83424
0.95,0.93,-0.82052
0.68,0.46,2.9581
0.5,0.03,4.9457
0.97,0.13,0.90954
0.93,0.95,-0.6735
0.98,0.07,0.86361
0.75,0.18,2.6913
0.92,0.66,0.015493
0.85,0.4,0.95503
0.23,0.68,1.4054
0.75,0.9,1.2744
0.44,0.73,3.3671
0.99,0.28,0.48219
0.63,0.35,3.6599
0.1,0.67,0.074157
0.16,0.25,1.392
0.33,0.19,3.4662
0.47,0.22,4.6393
0.72,0.44,2.4805
0.63,0.68,2.9747
0.24,0.71,1.3777
0.44,0.32,4.2643
0.78,0.38,1.8591
0.24,0.05,2.8152
0.11,0.13,1.1613
0.69,0.04,3.66
0.6,0.05,4.5457
0,0.08,0.86976
0.37,0.41,3.5185
0.13,0.3,1.076
0.22,0.43,1.8681
0.89,0.47,0.45151
0.71,0.51,2.3938
0.8,0.95,0.46667
0.12,0.44,0.73948
0.29,0.78,1.9066
0.94,0.8,-0.52037
0.11,0.37,0.68817
0.66,0.48,3.1459
0.31,0.92,1.7792
0.12,0.83,-0.092207
1,0.03,1.019
0.21,0.82,0.86902
0.92,0.46,0.32587
0.34,0.53,2.9516
0.42,0.33,4.0963
0.13,0.04,1.6245
0.69,0.68,2.4737
0.05,1,-0.85079
0.65,0.73,2.679
0.4,0.07,4.5107
0.94,0.54,0.005434
0.31,0.13,3.4134
0.1,0.05,1.2831
0.57,0.21,4.4935
0.82,0.89,0.34329
0.21,0.58,1.4346
0.09,0.44,0.39602
0.38,0.31,3.8383
0.63,0.9,2.6193
0.98,0.34,0.32562
0.47,0.38,4.1842
0.29,0.79,1.9135
0.08,0.89,-0.6193
1,0.4,0.19022
0.92,0.58,0.19339
0.11,0.47,0.48422
0.56,0.09,4.7446
0.36,0.98,2.2616
0.22,0.05,2.4966
0.85,0.74,0.39393
0,0.15,0.74638
0.85,0.44,0.97986
0.73,0.9,1.421
0.75,0.94,1.1336
0.73,0.95,1.2446
0.48,0.2,4.6347
0.32,0.89,2.1046
0.39,0.06,4.3846
0.13,0.79,0.10051
0.03,0.34,0.30762
0.46,0.18,4.5552
0.2,0.72,0.79736
0.8,0.73,0.90591
0.99,0.93,-0.89389
0.93,0.65,-0.12097
0.92,0.42,0.42881
0.24,0.31,2.259
0.74,0.33,2.4154
0.08,0.32,0.66193
0.98,0.21,0.56769
0.68,0.73,2.3346
0.63,0.89,2.5959
0.07,0.01,1.1808
0.24,0.98,0.91641
0.9,0.55,0.31374
0.45,0.85,3.1219
0.51,0.51,4.0811
0.28,0.43,2.5481
0.35,0.52,3.148
0.36,0.51,3.1725
0.53,0.09,4.8486
0.24,0.97,0.98152
0.72,0.47,2.4243
0.51,0.36,4.2264
0.79,0.85,0.77392
0.45,0.24,4.3812
0.49,0.88,3.193
0.56,0.1,4.643
0.13,0.98,-0.38385
0.07,0.77,-0.32195
0.16,0.07,1.7321
0.62,0.97,2.5288
0.6,0.45,3.6682
0.79,0.58,1.3486
0.35,0.37,3.391
0.07,0.62,0.090915
0.6,0.7,3.1888
0.32,0.3,3.255
0.42,0.26,4.3243
0.22,0.52,1.6347
0.43,0.03,4.6961
0.31,0.94,1.7486
0.98,0.93,-0.85797
0.72,0.54,2.3209
0.08,0.19,0.90777
0.01,0.09,0.81427
0.25,0.29,2.3326
0.74,0.22,2.7635
0.26,0.37,2.3137
0.66,0.19,3.5858
0.95,0.61,-0.096931
0.14,0.47,0.78028
0.7,0.28,3.0221
0.3,0.5,2.6322
0.82,0.08,2.0098
0.06,0.38,0.47195
0.8,0.93,0.56509
0.87,0.41,0.8184
0.1,0.77,-0.20523
0.87,0.55,0.55808
0.57,0.75,3.2838
0.78,0.15,2.3123
0.62,0.26,3.9824
0.69,0.16,3.2941
0.39,0.7,3.168
0.23,0.25,2.2342
0.09,0.66,0.052893
0.5,0.62,3.6287
0.86,0.36,1.0266
0.62,0.43,3.5865
0.6,0.99,2.6975
0.36,0.7,2.9205
0.37,0.92,2.6064
0.8,0.43,1.5197
0.9,0.23,1.0028
0.35,0.39,3.4824
0.73,0.72,1.8078
0.42,0.1,4.5128
0.29,0.55,2.4014
0.33,0.91,2.1556
0.47,0.33,4.31
0.27,0.22,2.7627
0.2,0.36,1.7438
0.24,0.03,2.8101
0.83,0.35,1.2942
0.58,0.26,4.2093
0.18,0.31,1.5242
0.39,0.32,3.8776
0.15,0.15,1.4979
0.36,0.24,3.8209
0.32,0.99,1.8581
0.57,0.56,3.7369
0.46,0.8,3.3195
0.72,0.57,2.3229
0.5,0.02,4.9515
0.18,0.61,0.89006
0.24,0.63,1.6608
0.69,0.22,3.3655
0.27,0.89,1.4304
0.38,0.82,2.7745
0.93,1,-0.76993
0.59,0.89,2.927
0.63,0.17,4.0132
0.47,0.17,4.6473
0.72,0.7,1.9826
0.32,0.91,2.0134
0.75,0.99,1.018
0.83,0.17,1.7139
0.63,0.56,3.3098
0.05,0.52,0.069268
0.1,0.75,-0.080974
0.06,0.75,-0.28764
0.32,0.95,1.8472
0.37,0.69,2.9476
0.3,0.07,3.5245
0.49,0.69,3.5309
0.63,0.25,3.8366
0.36,0.65,2.9878
0.51,0.49,3.8666
0.04,0.61,-0.10325
0.69,0.46,2.826
0.5,0.52,3.9316
0.26,0.84,1.3916
0.61,0.01,4.5408
0.49,0.87,3.2323
0.06,0.43,0.32938
0.79,0.84,0.80261
0.21,0.9,0.64916
0.89,0.89,-0.28025
0.65,0.85,2.49
0.16,0,1.9213
0.26,0.22,2.5699
0.98,0.91,-0.80126
0.83,0.69,0.58323
0.75,0.54,1.9205
0.57,0.98,2.7964
0.94,0.72,-0.24924
0.2,0.56,1.3172
0.76,0.77,1.3898
0.23,0.64,1.4409
0.12,0.19,1.1551
0.58,0.44,3.8169
0.22,0.63,1.3489
0.14,0.88,-0.06811
0.12,0.59,0.3301
0.01,0.62,-0.25844
0.87,0.27,1.1091
0.38,0.67,3.074
0.17,0.28,1.4667
0.07,0.39,0.46175
0.76,0.55,1.6435
0.16,0.74,0.44064
0.18,0.25,1.5964
0.58,0.25,4.2415
0.16,0.63,0.63803
0.41,0.08,4.5074
0.93,0.86,-0.54526
0.04,0.99,-0.93007
0.63,0.6,3.2215
0.8,0.52,1.3477
0.03,0.74,-0.33656
0.6,0.33,3.9794
0.09,1,-0.65823
0.54,0.03,4.8788
0.71,0.09,3.298
0.76,0.29,2.2188
0.11,0.03,1.4243
0.23,0.17,2.3959
0.04,0.86,-0.65766
0.65,0.1,3.9091
0.34,0.75,2.597
0.31,0.27,3.249
0.63,0.07,4.2629
0.11,0.75,0.0066636
0.1,0.64,0.079223
0.47,0.57,3.8225
0.18,0.21,1.7154
0.62,0.81,2.7637
0.31,0.09,3.4493
0.69,0.59,2.5762
0.35,0.41,3.3456
0.52,0.15,4.5531
0.95,0.78,-0.46603
0.08,0.3,0.5975
0.38,0.39,3.6654
0.79,0,2.4772
0.79,0.28,1.9413
0.37,0.31,3.7214
0.38,0.7,3.093
0.58,0.94,2.831
0.81,0.53,1.2937
0.97,0.47,0.12031
0.71,0.76,1.9909
0.12,0.34,0.84854
0.96,0.1,0.86531
0.72,0.11,3.2593
0.33,0.95,2.0208
0.27,0.33,2.5748
0.08,0.94,-0.59191
0.6,0.78,3.0117
0.8,0.32,1.695
0.9,0.5,0.52507
0.81,0.41,1.4926
0.69,0.79,2.1097
0.29,0.67,2.1146
0.68,0.9,2.151
0,0.64,-0.2366
0.26,0.96,1.2584
0.57,0.25,4.2254
0.72,0.98,1.3966
0.49,0.15,4.6952
0.48,0.17,4.7704
